expression_id,operation_id,operation_ast,canonical_meaning_ja,must_preserve_ja,expression_ja,connective_expression_ja
expr-candidate-d7ae527729d19dc7a1f3b32edb28b6fa340bde19724d2b4aaf6acd36e545bd2f,atomic-000024,"{""slice"":[""every_other""]}",先頭から1個おきに取る,位置0、2、4、6、…の要素を取る。値が偶数の要素を選ぶ操作ではない。,隔番に集める,隔番に集めて
expr-candidate-be2763f1446db5804befe195d9dd2dbc46e133759d11f684fd801059d7135a2b,atomic-000024,"{""slice"":[""every_other""]}",先頭から1個おきに取る,位置0、2、4、6、…の要素を取る。値が偶数の要素を選ぶ操作ではない。,隔番で集める,隔番で集めて
expr-candidate-645a3f4d391c06e8d82970a61a0305b41a3dbdd0616e14f02f2be823f008d8a8,atomic-000024,"{""slice"":[""every_other""]}",先頭から1個おきに取る,位置0、2、4、6、…の要素を取る。値が偶数の要素を選ぶ操作ではない。,隔番で並べる,隔番で並べて
expr-candidate-da352a2742207635997a6b76240d93a1d6f9e18e84025948a26f080c9ba68c59,atomic-000024,"{""slice"":[""every_other""]}",先頭から1個おきに取る,位置0、2、4、6、…の要素を取る。値が偶数の要素を選ぶ操作ではない。,隔番に取り出す,隔番に取り出して
expr-candidate-7607c26b6958aea18807bc77889692d45af2f98349dd9b6d2309c811c10c6a4a,atomic-000024,"{""slice"":[""every_other""]}",先頭から1個おきに取る,位置0、2、4、6、…の要素を取る。値が偶数の要素を選ぶ操作ではない。,隔番で抽出する,隔番で抽出して
expr-candidate-ecd36c946e7e3f3fd67259df641a84984597160e2d8e54d35006a69ee3314dcc,atomic-000024,"{""slice"":[""every_other""]}",先頭から1個おきに取る,位置0、2、4、6、…の要素を取る。値が偶数の要素を選ぶ操作ではない。,隔番に列挙する,隔番に列挙して
expr-candidate-db7091ed8ebf505bf030bc717f4ea46c3432cf27b57f8112a5ccaef1edbe042a,atomic-000024,"{""slice"":[""every_other""]}",先頭から1個おきに取る,位置0、2、4、6、…の要素を取る。値が偶数の要素を選ぶ操作ではない。,隔番で抜き出す,隔番で抜き出して
expr-candidate-31111bfa0fc95ca697b7c5839490e7df189cd9f8c5503b6314a16d053d856706,atomic-000024,"{""slice"":[""every_other""]}",先頭から1個おきに取る,位置0、2、4、6、…の要素を取る。値が偶数の要素を選ぶ操作ではない。,隔番で切り出す,隔番で切り出して
expr-candidate-7d07801008059de270bff5f1ca707618942d5a8f07d0d5e9c61f15768e2f8125,atomic-000024,"{""slice"":[""every_other""]}",先頭から1個おきに取る,位置0、2、4、6、…の要素を取る。値が偶数の要素を選ぶ操作ではない。,隔番でまとめる,隔番でまとめて
expr-candidate-9b9a5df9b9ef6a1bf5b7cf22dd15f04f1770e6d8d241aa96b646ac826e8641b6,atomic-000024,"{""slice"":[""every_other""]}",先頭から1個おきに取る,位置0、2、4、6、…の要素を取る。値が偶数の要素を選ぶ操作ではない。,隔番で選ぶ,隔番で選って
expr-candidate-802dbe584c3e035f999622ccb217a7fdd95930f4f52b94296ca2be7fb4c2a84b,atomic-000024,"{""slice"":[""every_other""]}",先頭から1個おきに取る,位置0、2、4、6、…の要素を取る。値が偶数の要素を選ぶ操作ではない。,隔番で収集する,隔番で収集して
expr-candidate-787db7d58f640a4dd8424d3ee279bdd51a7d06f4abbe6558ef6e33fe93bb57ae,atomic-000024,"{""slice"":[""every_other""]}",先頭から1個おきに取る,位置0、2、4、6、…の要素を取る。値が偶数の要素を選ぶ操作ではない。,隔番で取り出す,隔番で取り出して
expr-candidate-311c538cf31a201e31922ce3d0873b36c20b7a88b2be5ad70947253b77c0dd8d,atomic-000024,"{""slice"":[""every_other""]}",先頭から1個おきに取る,位置0、2、4、6、…の要素を取る。値が偶数の要素を選ぶ操作ではない。,隔番で拾う,隔番で拾って
expr-candidate-b350352d13ec4269e4707b74e247a34af45bc537e4e897c198742e8567b4ed82,atomic-000024,"{""slice"":[""every_other""]}",先頭から1個おきに取る,位置0、2、4、6、…の要素を取る。値が偶数の要素を選ぶ操作ではない。,隔番で切りぬく,隔番で切りぬいて
expr-candidate-39b09e1e534d51ef0c33dbfaadcfa86d18c307112c248fba8cfe1887a096d339,atomic-000024,"{""slice"":[""every_other""]}",先頭から1個おきに取る,位置0、2、4、6、…の要素を取る。値が偶数の要素を選ぶ操作ではない。,隔番に拾う,隔番に拾って
expr-candidate-e7c6dac9d46f6f455d22be5a8563c9f3640aa3229da884ed6cbe69674200411b,atomic-000024,"{""slice"":[""every_other""]}",先頭から1個おきに取る,位置0、2、4、6、…の要素を取る。値が偶数の要素を選ぶ操作ではない。,隔番に選ぶ,隔番に選って
